release_date,event_type,source,source_url,timezone,release_time
2021-06-04,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2021-06-11,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2021-06-18,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2021-06-25,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2021-07-02,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2021-07-09,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2021-07-16,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2021-07-23,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2021-07-30,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2021-08-06,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2021-08-13,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2021-08-20,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2021-08-27,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2021-09-03,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2021-09-10,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2021-09-17,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2021-09-24,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2021-10-01,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2021-10-08,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2021-10-15,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2021-10-22,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2021-10-29,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2021-11-05,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2021-11-12,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2021-11-19,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2021-11-26,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2021-12-03,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2021-12-10,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2021-12-17,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2021-12-24,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2021-12-31,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2022-01-07,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2022-01-14,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2022-01-21,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2022-01-28,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2022-02-04,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2022-02-11,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2022-02-18,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2022-02-25,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2022-03-04,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2022-03-11,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2022-03-18,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2022-03-25,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2022-04-01,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2022-04-08,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2022-04-15,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2022-04-22,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2022-04-29,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2022-05-06,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2022-05-13,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2022-05-20,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2022-05-27,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2022-06-03,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2022-06-10,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2022-06-17,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2022-06-24,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2022-07-01,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2022-07-08,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2022-07-15,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2022-07-22,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
2022-07-29,BAKER_HUGHES_RIG,BakerHughes,https://rigcount.bakerhughes.com/,America/New_York,13:00:00
